"ID tài sản video","ID video chung","ID Trang","Tên Trang","Tiêu đề","Thời lượng (giây)","Thời gian đăng","Nhãn tùy chỉnh","Bình luận về dữ liệu",Ngày,"Số người tiếp cận","Lượt xem video trong tối thiểu 3 giây","Số Giây xem","Số Giây xem trung bình","Lượt xem video trong tối thiểu 3 giây từ Bài viết đã quảng cáo","Lượt xem video trong tối thiểu 3 giây từ Bài viết tự nhiên","Cảm xúc, bình luận và lượt chia sẻ","Cảm xúc","Bình luận","Lượt chia sẻ","Lượt xem video trong tối thiểu 1 phút","Số người xem trong tối thiểu 3 giây","Số người xem trong tối thiểu 1 phút"
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/01/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/02/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/03/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/04/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/05/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/06/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/07/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/08/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/09/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/10/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/11/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/12/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/13/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/14/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/15/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/17/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/18/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/19/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/20/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/21/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/22/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/23/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/24/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/25/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/26/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/27/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/28/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/29/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
4564034933877568,,198980770851754,"Chim Cút",,389,"05/02/2026 07:32",,,04/30/2026,0,2,50.158,25.079,0,2,0,0,0,0,0,2,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/01/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/02/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/03/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/04/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/05/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/06/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/07/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/08/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/09/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/10/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/11/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/12/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/13/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/14/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/15/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/17/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/18/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/19/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/20/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/21/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/22/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/23/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/24/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/25/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/26/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/27/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/28/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/29/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
1750158826147678,,198980770851754,"Chim Cút",,616,"04/30/2026 04:05",,,04/30/2026,2360,838,19789.78,9.191,0,838,53,48,0,5,38,820,38
2519782121805948,,198980770851754,"Chim Cút",,431,"04/30/2026 00:30",,,04/01/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
2519782121805948,,198980770851754,"Chim Cút",,431,"04/30/2026 00:30",,,04/02/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
2519782121805948,,198980770851754,"Chim Cút",,431,"04/30/2026 00:30",,,04/03/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
2519782121805948,,198980770851754,"Chim Cút",,431,"04/30/2026 00:30",,,04/04/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
2519782121805948,,198980770851754,"Chim Cút",,431,"04/30/2026 00:30",,,04/05/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
2519782121805948,,198980770851754,"Chim Cút",,431,"04/30/2026 00:30",,,04/06/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
2519782121805948,,198980770851754,"Chim Cút",,431,"04/30/2026 00:30",,,04/07/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
2519782121805948,,198980770851754,"Chim Cút",,431,"04/30/2026 00:30",,,04/08/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
2519782121805948,,198980770851754,"Chim Cút",,431,"04/30/2026 00:30",,,04/09/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
2519782121805948,,198980770851754,"Chim Cút",,431,"04/30/2026 00:30",,,04/10/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
2519782121805948,,198980770851754,"Chim Cút",,431,"04/30/2026 00:30",,,04/11/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
